sno.,name,cuisine,course,diet, price 
262,Drumstick Dal Soup .,South Indian  .,Dinner,Vegetarian, $10.00 
263,Plain Dalia .- How To Cook Broken Wheat In Pressure Cooker,Indian,Lunch,Vegetarian, $5.00 
264,Raw Papaya Thoran .,Kerala  .,Side Dish,Vegetarian, $10.00 
265,Mixed Sprouts In Chettinad Masala .,Chettinad,Lunch,Vegetarian, $10.00 
266,Fried Egg . - Sunny Side Up,Continental,World Breakfast,Eggetarian, $2.00 
267,Tomato pulao ., Indian,Lunch,Vegetarian, $10.00 
268,Bengaluru Style Brinjal Gravy . - For Biryani, Indian,Side Dish,Vegetarian, $50.00 
269,Guacamole Soup . - Spiced Avocado Soup ,Mexican,Appetizer,Vegetarian, $5.00 
270,Yaki Udon Noodle Stir Fry with Garlic Mushroom & Broccoli ,Japanese,,Vegetarian, $15.00 
271,Omakka Curry . - Kerala Style Papaya Curry,Kerala  .,Lunch,Vegetarian, $20.00 
272,Malvani Kala Chana Masala . - Spicy Kala Chana Curry,Maharashtrian  .,Lunch,Vegetarian, $10.00 
273,Spiced Rice Breakfast Porridge .,Continental,World Breakfast,Vegetarian, $10.00 
274, Indian Dondakaya Ulli Kura Karam . | Dondakaya Poriyal | Kovakkai Curry, Indian,Side Dish,Vegetarian, $10.00 
275,"Quinoa Foxtail Millet Rice | For Sambar, Dal, Rajma Chawal & Curries",South Indian  .,Lunch,Vegetarian, $2.00 
276,Ajwain Besan Paratha . (Masala Paratha),Indian,Indian Breakfast,Vegetarian, $20.00 
277,Whole Wheat Vegetarian Stromboli .,Italian,Dinner,Vegetarian, $120.00 
278,Mangalorean Style Bendekayi Huli Koddel . - Ladies finger Dal without Coconut .,Mangalorean,Lunch,Vegetarian, $10.00 
279,Seer Fish Fry .,Indian,Side Dish,Non Vegetarian, $10.00 
280,Italian Baked Eggplant in Tomato & Parmesan - Eggplant Parmigiana .,Italian,Dinner,Vegetarian, $10.00 
281,Pesto and Tangy Tomato Whirls with Hints of Garlic ,Italian,Appetizer,Vegetarian, $10.00 
282,Stuffed Bhindi . With Peanuts,South Indian  .,Main Course,Vegetarian, $20.00 
283,South Indian Style Sorakkai Kootu . - Bottle Gourd Cooked with Lentils,South Indian  .,Side Dish,Diabetic Friendly, $10.00 
284,Kerala Style Brinjal Curry . | Spicy Eggplant Curry in Coconut Milk,Kerala  .,Lunch,Vegetarian, $15.00 
285,Balsamic Glazed Eggplant Feta Rollatini .,Italian,Appetizer,Vegetarian, $40.00 
286,Arachuvitta Sambar . - Sambar With Fresh Ground Spices,Tamil Nadu,Lunch,Vegetarian, $20.00 
287,Fujian Style Green Vegetables Stir Fry .,Chinese,Side Dish,Vegetarian, $15.00 
288,Hariyali Gobi . - Palak Cauliflower Curry .,Indian,Lunch,Diabetic Friendly, $20.00 
289,Mangalorean Manoli Curry . - Indian Gherkins Curry,Mangalorean,Side Dish,Diabetic Friendly, $15.00 
290,Mung Bean Sprouts Salad . With Brussel Sprouts and Pomegranate,Fusion,Appetizer,High Protein Vegetarian, $15.00 
291,Mixed Vegetable Koora . - Mixed Vegetable Poriyal, Indian,Main Course,Vegetarian, $15.00 
292,Baked Fish In Coconut Milk .,South Indian  .,Dinner,High Protein Vegetarian, $60.00 
293,Chicken with Creamy Mushroom Sauce .,Continental,Main Course,Non Vegetarian, $10.00 
294,Chettinad Style Kara Kuzhambu . with Potato and Brinjal,South Indian  .,Lunch,Vegetarian, $15.00 
295,Tirunelveli Mor Kuzhambu .,South Indian  .,Lunch,Vegetarian, $15.00 
296,Hyderabadi Khatti Dal . (Hyderabadi Tangy Lentil Curry),Hyderabadi,Lunch,High Protein Vegetarian, $20.00 
297,Soy Glazed Renkon Chips . - Crispy Lotus Root,Fusion,Appetizer,Vegetarian, $15.00 
298,Maharashtrian Style Kelfulachi Bhaji . - Banana Flower Stir Fry .,Maharashtrian  .,Side Dish,Vegetarian, $60.00 
299,High Protein Zucchini & Corn Patty . ,Indian,Appetizer,High Protein Vegetarian, $30.00 
300,Missi Roti . (Spiced Gram Flour Flat Bread),Rajasthani,Dinner,Vegetarian, $30.00 
301,Carrot Cake Pancakes .,Continental,World Breakfast,Vegetarian, $10.00 
302,Konkani Style Alasande Randayi .-Black Eyed Beans and Yam Gravy,Konkan,Lunch,Vegetarian, $150.00 
303,Mashed Peas .,,,,
304,Masala Spinach Bhurji .,Indian,North Indian Breakfast,Eggetarian, $10.00 
305,Karwar Style Khatkhate . (Mixed Vegetable Curry With Toor Dal & Coconut), Indian,Lunch,Vegetarian, $10.00 
306,Roasted Cauliflower Dill Soup .,Continental,Appetizer,Vegetarian, $10.00 
307,Palak Onion Kadhi Pakora .,Punjabi,Lunch,Vegetarian, $10.00 
308,Pesto Pizza With Mushroom And Bell Pepper .,Italian,Lunch,Vegetarian, $60.00 
309,Mangalore Fish Curry .,Mangalorean,Lunch,Non Vegeterian, $10.00 
310,Paneer Matar Butter Masala (Indian Cottage Cheese and Peas Masala With Butter) .,Indian,Dinner,High Protein Vegetarian, $15.00 
311,Hummus Flavoured With Garlic .,Mediterranean,Snack,High Protein Vegetarian, $15.00 
312,Bhaat Na Rasawala Muthia Dhokla . | Gujarati Rasiya Dhokla, Indian,Dinner,Vegetarian, $20.00 
313,Saagwala Chicken  . - Palak Chicken Curry ,Indian,Lunch,Non Vegetarian, $40.00 
314,Anhui Style 5 spice Corn Croquettes .,Chinese,Appetizer,Vegetarian, $5.00 
315,Green Beans And Scrambled Egg .,Indian,North Indian Breakfast,No Onion No Garlic (Sattvic), $10.00 
316,Dhania Wale Aloo . - Coriander Potato Dry,Indian,Lunch,Vegetarian, $10.00 
317,Coimbatore Style Drumstick Sambar .,Tamil Nadu,Side Dish,Vegetarian, $15.00 
318,Foxtail and Jowar Millet Paniyaram .,Tamil Nadu,South Indian Breakfast,Diabetic Friendly, $20.00 
319,Goan Style Sangacho Ross .-Drumstick Curry,Goan  .,Lunch,Vegetarian, $10.00 
320,Tomato Relish .,Continental,Side Dish,Vegetarian, $-   
321,Puli Keerai . (Tamarind Spinach Curry),South Indian  .,Lunch,Vegetarian, $10.00 
322,Restaurant Style Paneer Butter Masala . | Paneer Makhani .,Indian,Lunch,Vegetarian, $20.00 
323,Cheesy Mushroom & Corn Open Toast,Continental,Side Dish,High Protein Vegetarian, $10.00 
324,Goan Mushroom Xacuti .,Goan  .,Lunch,Vegetarian, $10.00 
325,Bharwa Lauki . - Stuffed Bottle Gourd,Indian,Lunch,Vegetarian, $10.00 
326,Strawberry Salsa .,Mexican,Snack,Vegetarian, $10.00 
327,Bendakaya Noo Podi Kura . - Ladies Finger With Sesame Spice Powder, Indian,Side Dish,Vegetarian, $5.00 
328,Makhana Moongphali Kadhi With Samvat Rice .,Indian,Lunch,Vegetarian, $30.00 
329,Cheesy Spinach Enchilada . - Vegetarian Mexican Enchiladas,Mexican,Main Course,Vegetarian, $20.00 
330,Konkani Style Southe Koddel .-Mangalore Cucumber in Coconut curry,Konkan,Lunch,Vegetarian, $10.00 
331,Bhindi Masala Gravy . - Ladies Finger In Tomato Onion Gravy,Indian,Side Dish,Vegetarian, $20.00 
332,Menthi Aaku Badeela Koora . - Besan Muthia Cooked With Methi Leaves, Indian,Side Dish,Diabetic Friendly, $20.00 
333,Spicy Stir Fried Broccoli .,Asian,Appetizer,Diabetic Friendly, $10.00 
334,Provencal Style Grilled Stuffed Tomato .,European,Side Dish,Vegetarian, $20.00 
335,Peshwari Naan . - Naan Stuffed With Sweet Dry Fruits,Indian,Lunch,Vegetarian, $90.00 
336,Keerai Masiyal . | Simple Steamed Spinach with Tadka | Tamil Nadu .,South Indian  .,Side Dish,High Protein Vegetarian, $15.00 
337,"Summer Salad with Goat Cream Cheese, Apricots and Raspberry Dressing",Continental,Appetizer,Vegetarian, $20.00 
338, Indian Style Bendekayi Gojju - Kayirasa .,North  Indian,Lunch,Vegetarian, $10.00 
339,Pahari Style Phanu . - Delicious Mixed Dal ,Uttarakhand-North Kumaon ,Lunch,High Protein Vegetarian, $120.00 
340,Black Bean & Guacamole Tostada - Open Faced Tacos .,Mexican,Snack,Vegetarian, $15.00 
341,Kathirikai Gothsu / Gotsu . - South Indian Style Spicy and Tangy Eggplant Curry,South Indian  .,Side Dish,Vegetarian, $20.00 
342,Mexican Corn and Bell Pepper Tostadas .,Mexican,Appetizer,Vegetarian, $15.00 
343,Sweet Potato Dal .,Indian,Lunch,Vegetarian, $10.00 
344,Matar Ki Tehri . - Fragrant rice cooked with spices and fresh peas,Awadhi,One Pot Dish,Vegetarian, $20.00 
345,Watermelon Margarita Granita .,Continental,Side Dish,Vegetarian, $15.00 
346,"Millet Cottage Cheese Fritters .-Flavored With  Za'atar,",Continental,Appetizer,Vegetarian, $10.00 
347,Ajwain Tomato Bhindi .,Indian,Lunch,No Onion No Garlic (Sattvic), $15.00 
348,Taiwanese Style Gua Bao . - Steamed Bao Buns With Sweet And Spicy Mushroom & Tofu .,,Appetizer,, $200.00 
349,Tandoori Paneer Tikka Masala .,Indian,Side Dish,High Protein Vegetarian, $20.00 
350,Mustard Mayo Baby Potato Salad .,Continental,Appetizer,Vegetarian, $20.00 
351,Dal Chingri ( Indian Style Channa Dal And Prawns) ., Indian  .,Lunch,Non Vegeterian, $10.00 
352,Mulakushyam . - A Mixed Vegetable Lentil Curry,Kerala  .,Side Dish,High Protein Vegetarian, $18.00 
353,Caprese Empanada . With Tomato Basil And Mozzarella,Italian,Snack,Vegetarian, $10.00 
354,Kashmiri Style Shab Deg .-Mutton Kofta and Turnip Curry,Kashmiri,Lunch,Non Vegeterian, $40.00 
355,Cheese and Spinach Tart .,French,Appetizer,Vegetarian, $60.00 
356,Khatti Meethi Dal Chawal .,Indian,Dinner,Vegetarian, $10.00 
357,Pudina Mushroom And Soya Biryani .,Indian,Main Course,High Protein Vegetarian, $20.00 
358,Spicy Roasted Pumpkin Carrot Soup .,Continental,Appetizer,Vegetarian, $10.00 
359,Saut??ed Aubergine With Tamarind .,Indian,Lunch,Vegetarian, $30.00 
360,Ridge Gourd Tambli . - Spicy Ridge Gourd in Coconut Curry,South Indian  .,Lunch,Vegetarian, $10.00 
361,Shanghai Style Mantou . - Pan Fried Momos ,Chinese,Appetizer,Vegetarian, $10.00 
362,Saunf Wali Hari Gobi Sabzi . - Cauliflower Spiced with Fennel and Green Chutney,Indian,Side Dish,No Onion No Garlic (Sattvic), $20.00 
363,Thai Style Khao Tom . (Black Rice Clear Soup .) ,Thai,World Breakfast,Eggetarian, $10.00 
364,Maharashtrian Ambat Goda Dal .,Maharashtrian  .,Lunch,Vegetarian, $30.00 
365,Budhha's Delight . (Thin Rice Noodles With Vegetables),Asian,Dinner,Vegetarian, $20.00 
366,Palak Tambuli . - Udupi Style Spinach Tambli, Indian,Lunch,High Protein Vegetarian, $10.00 
367,Chicken Manchurian . Gravy | Indo Chinese .,Indo Chinese,Appetizer,Non Vegetarian, $15.00 
368,Suran Moongphali Curry . (Yam/Jimikand Curry with Peanuts),Indian,Lunch,Vegetarian, $15.00 
369,Malwani Pumpkin And Raw Mango Curry .,Malvani,Dinner,Vegetarian, $10.00 
370,Hariyali Tawa Fish Fry .,Indian,Appetizer,Non Vegetarian, $15.00 
371,"Mushroom, Spinach & Herbs Frittata with Egg White .",Continental,World Breakfast,Non Vegetarian, $10.00 
372,Masala Vada Curry . - Chana Dal Vada Curry .,South Indian  .,Lunch,Vegetarian, $30.00 
373,Parshe Macher Jhal . - Mullet In Mustard Sauce, Indian  .,Lunch,Non Vegetarian, $5.00 
374,Cinnamon Sugar Focaccia Bread .,Italian,Snack,Vegetarian, $30.00 
375,15 minute Cauliflower Fried Rice .,Indo Chinese,One Pot Dish,Vegan, $15.00 
376,Rava Kakdi Thalipeeth . (Maharashtrian Style Semolina-Cucumber Flatbread),Maharashtrian  .,Indian Breakfast,Vegetarian, $10.00 
377,Roasted Vegetable Flan . In Herbed Sauce ,Italian,Dinner,Eggetarian, $15.00 
378,Stuffed Kathal . ,Indian,Lunch,Vegetarian, $15.00 
379,Mulakootal (Vegetables In Coconut Gravy) .,South Indian  .,Lunch,Vegetarian, $15.00 
380,Radhaballabhi . ( Indian Stuffed Poori With Spiced Urad Dal), Indian  .,North Indian Breakfast,Vegetarian, $30.00 
381,Cinnamon Breakfast Bowl With Cottage Cheese And Walnuts,Continental,World Breakfast,Vegetarian, $15.00 
382,Jain Style Paneer Butter Masala . | No Onion No Garlic Paneer Makhani,Indian,Side Dish,No Onion No Garlic (Sattvic), $20.00 
383,Mavinakayi Menasinakai Curry . - Raw Mango Coconut Curry,Mangalorean,Side Dish,Vegetarian, $15.00 
384,Sambal Telor with Nasi Uduk . (Indonesian Style Eggs Cooked in Sambal and Lemongrass Coconut Rice),Asian,Dinner,Eggetarian, $10.00 
385,Mooga Gathi (Sprouted Moong In Coconut Paste) .,Goan  .,Lunch,High Protein Vegetarian, $540.00 
386,Maharashtrian Style Dashmi Roti . (Jaggery Flatbread) ,Maharashtrian  .,Side Dish,Vegetarian, $20.00 
387,Vegetarian Tofu Matzo Ball Soup .,Jewish,Dinner,Vegetarian, $15.00 
388,Bhoplya Cha Bharit . ??? Maharashtrian Pumpkin Sabzi,Maharashtrian  .,Main Course,Vegetarian, $15.00 
389,Cheesy Corn And Onion Toasts .,,,, $-   
390,Easy Roasted Tomato and Spinach Pasta Made Using Archana's Kitchen Multi Millet Penne Pasta,Italian,Dinner,Vegetarian, $15.00 
391,Creamy and Silky Zucchini Soup . ,Continental,Appetizer,Vegetarian, $10.00 
392,Jeera Rice . | Jeera Pulao | Cumin Flavoured Ghee Rice,Indian,Lunch,Vegetarian, $10.00 
393,Delicious Spiced Red Bean Mexican Burrito Bowl With Avocados and Cheesy Garlic Mayo,Mexican,One Pot Dish,Vegetarian, $20.00 
394,Kothamalli Karuveppilai Sadam . - Coriander And Curry Leaves Rice,Tamil Nadu,Lunch,Vegetarian, $15.00 
395,Goan Chana Ros . (White Peas Curry),Goan  .,Lunch,Vegetarian, $500.00 
396,Triple Bean Vegetarian Cutlet or Patty .,Continental,Appetizer,Vegetarian, $20.00 
397,Kuruku Kaalan . - Raw Bananas in Coconut Curry,Kerala  .,Side Dish,Vegetarian, $25.00 
398,Soba Noodle Salad .,Chinese,Dinner,Vegetarian, $10.00 
399,Gujarati Lasaniya Batata . - Garlic Potato Curry, Indian,Side Dish,Vegetarian, $20.00 
400,Kosamalli . (Chettinad Style Brinjal and Potato Mash),Chettinad,Lunch,Vegetarian, $15.00 
401,Palak Mushroom Makhani . - Creamy Spinach & Mushroom ,Indian,Lunch,High Protein Vegetarian, $10.00 
402,Grilled Peri Peri Paneer . Using Nando's Lemon And Herb Sauce,Continental,Dinner,Vegetarian, $15.00 
403,Mangalorean Style Sonay Sukka . - Dry Chickpea Stir Fry ,Mangalorean,Lunch,Vegetarian, $10.00 
404, Indian Pepper Chicken . - Dry Restaurant Style Pepper Chicken, Indian,Main Course,Non Vegeterian, $20.00 
405,Avocado Mint Soup .,Continental,Appetizer,Vegetarian, $5.00 
406,Karwar Style Ambade Udid Methi . - Hog Plum Curry,Coastal  Indian,Lunch,Vegetarian, $25.00 
407,Goan Bimbla Uddamethi .,Konkan,Lunch,Vegetarian, $10.00 
408,Waldorf Salad .,Continental,Appetizer,Vegetarian, $30.00 
409, Indian Bhetki Macher Paturi . (Barramundi Fish Wrapped in Banana Leaf), Indian  .,Side Dish,Non Vegetarian, $15.00 
410,Carrot Porial . - South Indian Style Carrot Stir Fry,South Indian  .,Lunch,Vegetarian, $10.00 
411,Vazhaithandu Poriyal . | Banana Stem Curry with No Onion and No Garlic,South Indian  .,Lunch,Diabetic Friendly, $30.00 
412,Manathakkali Keerai Poricha Kootu .,South Indian  .,Lunch,High Protein Vegetarian, $20.00 
413,Mullangi Poriyal . - South Indian Style Radish Stir Fry,South Indian  .,Lunch,Vegetarian, $10.00 
414, Indian Style Vankaya Kothimeera Karam Koora ., Indian,Side Dish,Vegetarian, $10.00 
415,Swedish Saffron Buns .,European,Snack,Vegetarian, $30.00 
416,Cheesy Spinach Open Toast .,Continental,Snack,Vegetarian, $10.00 
417,Gobi Musallam . (Spicy Cauliflower Creamy Gravy),Awadhi,Side Dish,Vegetarian, $15.00 
418,Konkani Style Maskasangi Magge Koddel .-Drumstick and Mangalore Cucumber Curry,Konkan,Lunch,Vegetarian, $20.00 
419,Jaggery Sweetened Apple Oatmeal . ,Indian,World Breakfast,Vegetarian, $5.00 
420,Punjabi Mooli Ki Bhurji .,Punjabi,Side Dish,Vegetarian, $10.00 
421,Kathal Biryani . |  Jackfruit Biryani Topped with Caramelised Onions,Indian,Lunch,Vegetarian, $45.00 
422,Vietnamese Vegetarian Spring Rolls . With Mushrooms & Vegetables,Vietnamese,Appetizer,Vegetarian, $15.00 
423,Stuffed Karela With Aloo .,Indian,Lunch,Vegetarian, $15.00 
424,Fresh Mango Salsa .,Mexican,Snack,Vegetarian, $10.00 
425,Prawn Ghee Pepper Masala . With Garlic ,South Indian  .,Appetizer,Non Vegeterian, $5.00 
426,Sarson Ka Saag . - Classic North Indian Saag .,Punjabi,Side Dish,High Protein Vegetarian, $25.00 
427,Saffron Pilaf . - Kesar Flavoured Rice,Indian,Dinner,Vegetarian, $5.00 
428,Creamy Potato Egg Salad . with Herbs,Continental,Dinner,Eggetarian, $15.00 
429,Gajjar Halwa . | Carrot Halwa | Indian Carrot Pudding ,Indian,Dessert,Vegetarian, $15.00 
430,Kaju Karela . - Bitter Gourd And Cashew Nuts Stir Fry, Indian,Side Dish,Diabetic Friendly, $15.00 
431,Baked Whole Wheat Masala Baati . (Healthy Rajasthani Spiced Wheat Dumplings),Rajasthani,Lunch,Vegetarian, $20.00 
432,Oven Crisped Burritos with Shredded Chicken . ,Fusion,Appetizer,Non Vegeterian, $10.00 
433, Indian Style Munakkada Masala Kura . - Drumstick Dry Curry ., Indian,Lunch,Vegetarian, $10.00 
434,Jhure-Jhure Aloo Bhaja ., Indian  .,Snack,Vegetarian, $10.00 
435,Garlic Shrimp Linguine Pasta .,Italian,Dinner,Non Vegeterian, $15.00 
436,Garlic Chickpeas And Spinach Curry .,Middle Eastern,Dinner,High Protein Vegetarian, $15.00 
437, Indian Style Kanchkolar Kofta Curry . | Raw Banana Kofta ., Indian  .,Main Course,Vegetarian, $10.00 
438, Indian Style Basanti Pulao . | Mishti or Mithe Pulao, Indian  .,Main Course,Vegetarian, $10.00 
439, Indian Bhaja Masala ., Indian  .,,Vegetarian, $10.00 
440,Baked Whole Wheat Salsa Tart .,French,Snack,Vegetarian, $10.00 
441,Udupi Style Alsande Kayi Saaru . (Long Beans Gravy .) ,Udupi,Lunch,Vegetarian, $10.00 
442,Vazhaithandu Pachadi . - Banana Stem Raita,Indian,Side Dish,Vegetarian, $15.00 
443,"Mung Bean & Tofu Salad . With Sweet Potatoes, Cucumbers & Tomatoes",Continental,Dinner,High Protein Vegetarian, $15.00 
444,Goan Raw Banana Sabzi .,Goan  .,Side Dish,Vegetarian, $5.00 
445,Keerai Karamani Kuzhambu- Palak Lobia Curry .,South Indian  .,Lunch,Diabetic Friendly, $10.00 
446,Fruit Kebabs .,Continental,Appetizer,Vegetarian, $20.00 
447,Green Moong Dal Sabzi (. In Hindi), Indian,Side Dish,High Protein Vegetarian, $15.00 
448,Wholesome Lentil Salad . with Oven Roasted Tomatoes,Continental,Snack,High Protein Vegetarian, $15.00 
449,Telangana Style Barada Palya . - Chana Dal Dry Sabzi, Indian,Side Dish,High Protein Vegetarian, $60.00 
450,Creamy Spinach Basil Pasta .,Italian,Lunch,Vegetarian, $10.00 
451,Amritsari Kulcha . | Easy Tawa . ,Punjabi,Side Dish,Vegetarian, $30.00 
452,Curried Couscous .,Continental,World Breakfast,High Protein Vegetarian, $10.00 
453,Maharashtrian Style Farasbi Chi Bhaji . - Beans Cooked With Peanuts,Maharashtrian  .,Lunch,Vegetarian, $10.00 
454,Odia Style Chuin Aloo Besara .-Potato & Drumsticks Fry In Mustard Paste,Oriya  .,Lunch,Vegetarian, $15.00 
455,Corn Cakes . With Mozzarella and Avocado Salsa .,Mexican,Appetizer,Vegetarian, $30.00 
456,Karwar Style Kairichi Udid Methi . (Raw Mango Methi Curry), Indian,Dinner,Vegetarian, $10.00 
457,High Protein Spinach & Soy Bites .,,Snack,High Protein Vegetarian, $15.00 
458,Till Wale Aloo . - Sesame Potato Sabzi,Indian,Lunch,Vegetarian, $10.00 
459,Beetroot Paneer Curry . In Coconut Milk,Indian,Main Course,Vegetarian, $15.00 
460,Matar Ki Puri (Crispy Puffed Indian Bread With Peas),Indian,,, $20.00 
461,Whole Wheat Bread . With Oatmeal And Flaxseeds,Continental,World Breakfast,Vegetarian, $180.00 
462,Heart Healthy White Bean And Noodle Soup .,Continental,Dinner,Vegetarian, $25.00 
463,Malai Matar Paneer . (Cottage Cheese & Peas In Rich Creamy Gravy),Indian,Dinner,High Protein Vegetarian, $15.00 
464,Smoked Dhaba Dal . ,Punjabi,Lunch,High Protein Vegetarian, $10.00 
465, Indian Style Baledindina Kosambari . (Banana Stem Salad), Indian,Appetizer,Diabetic Friendly, $20.00 
466,Karwar Style Valval . (Mixed Vegetables In Coconut Milk),Coastal  Indian,Lunch,Vegetarian, $15.00 
467,Shanghai Style Chap Nian Gao  . (Stir Fried Rice Cakes  .),Chinese,One Pot Dish,Vegetarian, $90.00 
468,Green Beans Fry .,Indian,Lunch,Vegetarian, $10.00 
469,3 Beans Stuffed Quesadillas . ,Mexican,Lunch,High Protein Vegetarian, $60.00 
470,Hariyali Egg Curry . In Coriander and Mint Gravy,Indian,Lunch,Eggetarian, $15.00 
471,Dosakaya Pappu .- Indian Style Yellow Cucumber Dal, Indian,Lunch,High Protein Vegetarian, $10.00 
472,Spicy And Delicious Chicken Teriyaki Noodle .,Indo Chinese,Main Course,Non Vegeterian, $15.00 
473,Goan Style Mushroom Shagoti . ,Goan  .,Main Course,Vegetarian, $20.00 
474,Mooli Jowar Ki Roti . - Mullangi Kambu Chapathi,Indian,Lunch,Vegetarian, $15.00 
475,Coconut Rice Pulao With Coconut Cream .,Indian,Lunch,Vegetarian, $20.00 
476,Chinna Vengaya Puli Kuzhambu . (Spicy Tangy Baby Onion Curry),South Indian  .,Dinner,Vegetarian, $10.00 
477,Hyderabadi Shahi Mixed Vegetable Curry .,Hyderabadi,Lunch,Vegetarian, $30.00 
478,"Creamy Cabbage, Sweet Corn Cole Slaw with Hung Curd .",Continental,Appetizer,Vegetarian, $15.00 
479,Malabar Prawn Curry .,Kerala  .,Lunch,Non Vegeterian, $10.00 
480,Malabar Prawn Curry .,Kerala  .,Lunch,Non Vegeterian, $10.00 
481,Vegetarian Smoked Mexican Bean Rice .,Mexican,Dinner,Vegetarian, $120.00 
482,Togarikaayi Usli . (Green Pigeon Peas),North  Indian,Lunch,High Protein Vegetarian, $10.00 
483,Eggless Bread Omelette .,Continental,World Breakfast,Vegetarian, $10.00 
484,Goan Moolyacho Ross . (Goan Radish Curry),Goan  .,Lunch,Vegetarian, $20.00 
485,Lebanese Style Baked Chicken and Potatoes .,Mediterranean,Main Course,Non Vegeterian, $10.00 
486,Doddapatre Tambuli . (Karpooravalli Thayir Pachadi),Indian,Side Dish,Vegetarian, $15.00 
